City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Guane,CU,22.2025,-84.0875,59.92,64,2,9.26,clear sky
458,Rio Grande,BR,-32.035,-52.0986,73.94,77,14,21.18,few clouds
459,Sola,VU,-13.8833,167.55,83.07,84,75,4.61,broken clouds
460,Abu Dhabi,AE,24.4667,54.3667,66.96,73,0,2.3,clear sky
461,Kieta,PG,-6.2167,155.6333,84.99,71,100,7.02,overcast clouds
462,Lazurne,UA,46.084,32.5295,39.94,81,65,16.84,broken clouds
463,Beira,MZ,-19.8436,34.8389,77.09,88,20,1.14,few clouds
464,Odweyne,SO,9.4092,45.064,59.86,31,13,5.66,few clouds
465,Santiago De Cao,PE,-7.9589,-79.2392,69.93,73,100,12.66,fog
466,Jiayuguan,CN,39.8167,98.3,14.85,46,100,4.61,overcast clouds
467,Nyurba,RU,63.2842,118.3319,-24.29,100,42,4.25,scattered clouds
468,Komsomolskiy,UZ,40.4272,71.7189,30.92,86,100,0.0,fog
469,Puerto Madero,MX,14.7208,-92.4215,84.4,70,20,11.5,few clouds
470,Nishihara,JP,26.1842,127.7558,58.28,60,75,11.5,broken clouds
471,Zeya,RU,53.75,127.2667,-5.89,88,52,3.51,broken clouds
472,Bharatpur,IN,27.2167,77.4833,51.44,55,0,1.59,clear sky
473,Mudbidri,IN,13.0833,74.9833,74.82,88,1,0.0,mist
474,Namibe,AO,-15.1961,12.1522,72.27,73,100,6.82,overcast clouds
475,Gayeri,BF,12.6497,0.4931,71.19,14,4,9.75,clear sky
476,Dokka,NO,60.84,10.0618,16.0,94,83,3.2,broken clouds
477,Tabora,TZ,-5.0167,32.8,64.76,97,100,3.91,moderate rain
478,Beckley,US,37.7782,-81.1882,36.09,51,75,4.61,broken clouds
479,Jacareacanga,BR,-6.2222,-57.7528,71.44,98,100,1.68,overcast clouds
480,Lesnoy,RU,57.6198,63.0784,5.47,97,100,2.71,overcast clouds
481,Americo Brasiliense,BR,-21.7244,-48.1017,66.96,98,100,4.21,overcast clouds
482,Turukhansk,RU,65.8167,87.9833,-0.56,94,99,10.2,overcast clouds
483,Saint-Joseph,RE,-21.3667,55.6167,77.38,83,23,11.39,few clouds
484,Srem,PL,52.0887,17.0151,37.18,79,98,19.42,overcast clouds
485,Khomutovka,RU,51.9207,34.5619,30.47,97,99,15.03,light snow
486,Guerrero Negro,MX,27.9769,-114.0611,63.59,55,87,13.85,overcast clouds
487,Oshikango,NA,-17.4,15.8833,69.69,47,100,9.86,overcast clouds
488,Mogzon,RU,51.7435,111.9606,-26.63,100,97,1.28,overcast clouds
489,Pangody,RU,65.85,74.4859,-2.85,97,99,7.4,overcast clouds
490,Port Hawkesbury,CA,45.6169,-61.3485,25.88,75,0,5.01,clear sky
491,Tateyama,JP,34.9833,139.8667,43.07,48,98,16.33,overcast clouds
492,Katobu,ID,-4.9408,122.5276,82.18,74,93,4.54,overcast clouds
493,San Jose,US,37.3394,-121.895,67.35,50,20,1.99,haze
494,Puerto Escondido,MX,15.85,-97.0667,85.03,65,20,5.75,few clouds
495,Mayo,US,38.8876,-76.5119,31.24,57,100,1.99,overcast clouds
496,Adwa,ET,14.1646,38.8955,59.16,76,20,0.76,few clouds
497,Podstepki,RU,53.5151,49.1355,21.85,96,99,6.17,overcast clouds
498,Myski,RU,53.709,87.8014,-3.21,99,33,3.22,scattered clouds
499,West Plains,US,36.7281,-91.8524,53.28,25,0,6.91,clear sky
500,Pala,TD,9.3642,14.9046,67.35,17,8,8.3,clear sky
501,Otofuke,JP,42.9917,143.2003,-1.25,84,20,1.88,few clouds
502,Shakawe,BW,-18.3667,21.85,66.61,94,100,6.87,light rain
503,Sassandra,CI,4.95,-6.0833,77.56,92,40,5.53,scattered clouds
504,Lompoc,US,34.6391,-120.4579,72.09,60,0,16.11,clear sky
505,Berberati,CF,4.2612,15.7922,67.84,26,100,2.08,overcast clouds
506,Rognan,NO,67.0953,15.3878,26.89,91,96,4.97,overcast clouds
507,Big Spring,US,32.2504,-101.4787,67.48,28,0,5.01,clear sky
508,Bubaque,GW,11.2833,-15.8333,77.99,72,58,12.17,broken clouds
509,Warwick,US,41.7001,-71.4162,21.09,54,0,6.91,clear sky
510,Lazaro Cardenas,MX,17.9583,-102.2,81.16,55,0,9.44,clear sky
511,Hukuntsi,BW,-24.0,21.75,69.24,80,86,15.5,overcast clouds
512,Stepnogorsk,KZ,52.3544,71.8869,8.33,92,80,14.61,broken clouds
513,Alta Floresta,BR,-9.8756,-56.0861,70.41,98,98,2.62,light rain
514,Kautokeino,NO,69.0125,23.0412,-11.02,96,8,2.86,clear sky
515,Belyy Yar,RU,53.6039,91.3903,-22.11,79,75,2.24,mist
516,Oudtshoorn,ZA,-33.5907,22.2014,66.56,80,76,1.14,broken clouds
517,Noumea,NC,-22.2763,166.4572,85.98,99,100,9.42,overcast clouds
518,Marquette,US,46.5333,-87.6335,17.33,77,100,2.51,overcast clouds
519,Qostanay,KZ,53.1667,63.5833,15.82,96,67,8.81,broken clouds
520,Lagoa,PT,39.05,-27.9833,58.78,68,61,24.56,broken clouds
521,Baker City,US,44.7749,-117.8344,37.13,74,0,3.44,clear sky
522,Oktyabrskiy,RU,54.4815,53.471,24.73,97,99,5.88,overcast clouds
523,Iralaya,HN,15.0,-83.2333,77.09,73,86,17.85,overcast clouds
524,Ishigaki,JP,24.3448,124.1572,59.13,67,75,16.11,broken clouds
525,Slave Lake,CA,55.2834,-114.769,33.78,75,100,3.44,overcast clouds
526,Vilyuysk,RU,63.7553,121.6247,-26.09,99,90,4.09,overcast clouds
527,Gladstone,AU,-23.85,151.25,84.13,61,40,9.22,scattered clouds
528,Dunedin,NZ,-45.8742,170.5036,68.2,68,2,7.14,clear sky
529,Mairi,BR,-11.7114,-40.1489,73.49,74,60,5.23,broken clouds
530,Palora,EC,-1.7,-77.9333,73.51,94,100,2.55,light rain
531,Rexburg,US,43.826,-111.7897,22.26,49,0,5.75,clear sky
532,Radovitskiy,RU,55.1282,39.7956,24.53,95,100,9.69,light snow
533,Archidona,ES,37.0965,-4.3887,45.66,37,35,2.57,scattered clouds
534,Port Blair,IN,11.6667,92.75,68.04,88,20,0.0,mist
535,Cap Malheureux,MU,-19.9842,57.6142,79.29,82,100,3.0,overcast clouds
536,Tual,ID,-5.6667,132.75,84.04,76,100,18.34,overcast clouds
537,Abalak,RU,58.1286,68.5944,2.89,96,100,4.29,overcast clouds
538,San Cristobal,VE,7.7669,-72.225,68.18,91,97,3.09,overcast clouds
539,Jiazi,CN,22.8779,116.067,54.97,67,97,18.32,overcast clouds
540,Cantu,IT,45.7294,9.1405,42.96,80,1,1.99,clear sky
541,Makakilo City,US,21.3469,-158.0858,77.68,56,100,4.61,overcast clouds
542,Mount Gambier,AU,-37.8333,140.7667,66.11,94,100,6.91,overcast clouds
543,Mehriz,IR,31.5917,54.4318,32.5,31,57,3.4,broken clouds
544,Baruun-Urt,MN,46.6806,113.2792,-9.17,94,67,4.45,broken clouds
545,Muravlenko,RU,63.7898,74.523,-3.41,98,99,8.16,overcast clouds
546,Imbituba,BR,-28.24,-48.6703,75.81,75,36,5.17,scattered clouds
547,Ibra,OM,22.6906,58.5334,65.21,37,0,1.61,clear sky
548,Okaihau,NZ,-35.3167,173.7833,70.52,76,99,9.78,overcast clouds
549,Kysyl-Syr,RU,63.8986,122.7617,-27.38,100,93,3.91,overcast clouds
550,Ondangwa,NA,-17.9167,15.95,69.8,100,100,2.3,overcast clouds
551,Clearwater,US,27.9659,-82.8001,51.94,52,0,5.01,clear sky
552,Hambantota,LK,6.1241,81.1185,75.58,88,18,11.34,few clouds
553,Zhangye,CN,38.9342,100.4517,15.28,39,83,1.34,broken clouds
554,Kolondieba,ML,11.0882,-6.8926,75.63,15,25,5.41,scattered clouds
555,Maldonado,UY,-34.6667,-54.9167,76.39,71,1,7.85,clear sky
556,Hanna,CA,51.6334,-111.9018,33.31,79,96,6.35,overcast clouds
557,Namtsy,RU,62.7161,129.6658,-32.69,100,85,0.47,overcast clouds
558,Bertogne,BE,50.0836,5.6669,36.32,94,73,13.06,broken clouds
559,Zhmerynka,UA,49.037,28.112,32.85,95,100,19.48,snow
560,Koundara,GN,12.4833,-13.3,81.01,14,10,2.93,clear sky
561,Camana,PE,-16.6228,-72.7111,71.33,75,44,6.73,scattered clouds
562,Balakovo,RU,52.0278,47.8007,14.45,98,94,5.1,overcast clouds
563,Jizan,SA,17.3333,42.6667,76.14,77,43,3.85,scattered clouds
564,Oistins,BB,13.0667,-59.5333,77.09,73,40,19.57,scattered clouds
565,Norrtalje,SE,59.758,18.705,31.93,76,66,14.16,broken clouds
566,Emba,KZ,48.8264,58.1442,24.87,96,100,13.6,light snow
567,Jumla,NP,29.2747,82.1838,34.81,44,0,3.98,clear sky
568,Kilindoni,TZ,-7.9139,39.6668,79.68,81,59,10.74,light rain
569,Goundam,ML,16.4145,-3.6708,72.84,14,64,10.67,broken clouds
570,Gat,IL,31.61,34.7642,48.4,100,0,5.48,clear sky
571,Kargasok,RU,59.0556,80.8572,6.13,96,100,8.79,overcast clouds
572,Tondano,ID,1.3038,124.9112,71.69,78,93,4.63,overcast clouds
573,Izumo,JP,35.3667,132.7667,37.35,87,40,8.05,scattered clouds
574,Ostrovskoye,RU,57.8057,42.2433,20.44,95,100,8.21,overcast clouds
575,Omboue,GA,-1.5746,9.2618,78.44,86,96,4.92,overcast clouds
576,Waipawa,NZ,-41.4122,175.5153,72.93,63,60,9.69,broken clouds
577,Shingu,JP,33.7333,135.9833,43.92,55,30,5.28,scattered clouds
578,Jijiga,ET,9.35,42.8,56.48,20,72,7.96,broken clouds
579,Port Hedland,AU,-20.3167,118.5667,82.45,78,96,9.22,overcast clouds
580,Ondjiva,AO,-17.0667,15.7333,71.53,48,100,11.7,overcast clouds
581,Xuchang,CN,34.0167,113.8167,34.68,69,100,5.93,overcast clouds
582,Ketchikan,US,55.3422,-131.6461,35.58,93,100,6.91,mist
583,Kahului,US,20.8947,-156.47,84.22,45,20,11.5,few clouds
584,Vidim,RU,56.4088,103.1106,-2.43,100,100,2.04,overcast clouds
585,Purpe,RU,64.4803,76.6897,-2.4,98,94,7.92,overcast clouds
586,Praya,CV,14.9215,-23.5087,70.34,68,75,19.57,broken clouds
587,Awbari,LY,26.5921,12.7805,44.33,53,0,3.89,clear sky
588,Tsumeb,NA,-19.2333,17.7167,69.35,90,100,2.48,light rain
589,Langres,FR,47.8333,5.3333,38.25,93,18,5.86,few clouds
590,Zhezkazgan,KZ,47.8043,67.7144,8.96,98,100,3.49,snow
591,Shumskiy,RU,54.8318,99.1328,-4.88,96,95,2.42,overcast clouds
592,Zambezi,ZM,-13.5432,23.1047,63.84,98,100,4.07,overcast clouds
593,Eufaula,US,31.8913,-85.1455,60.84,29,0,5.75,clear sky
594,Strezhevoy,RU,60.7333,77.5889,8.58,95,100,9.35,overcast clouds
595,Clyde River,CA,70.4692,-68.5914,-21.77,69,20,5.75,few clouds
596,Gamba,GA,-2.65,10.0,77.67,84,100,3.56,overcast clouds
597,Balakhninskiy,RU,58.0106,114.2769,-29.78,100,97,2.59,overcast clouds
598,Krynychky,UA,48.3755,34.467,30.72,92,94,14.7,overcast clouds
599,Takoradi,GH,4.8845,-1.7554,78.28,83,74,4.5,broken clouds
600,Ukiah,US,39.1502,-123.2078,67.44,40,0,0.0,clear sky
601,Port Augusta,AU,-32.5,137.7667,90.72,41,99,4.76,overcast clouds
602,Tragana,GR,38.6167,23.1167,46.31,75,17,3.78,few clouds
603,Gravdal,NO,68.1214,13.5031,30.47,49,92,5.37,overcast clouds
604,Tselinnoye,RU,53.0833,85.6667,-5.53,100,46,3.4,scattered clouds
605,Naze,JP,28.3667,129.4833,50.92,62,94,18.59,overcast clouds
606,Kemijarvi,FI,66.7131,27.4306,-0.87,99,100,2.39,overcast clouds
607,Lavumisa,SZ,-27.31,31.892,74.52,95,100,1.99,overcast clouds
608,Kamakhyanagar,IN,20.9333,85.55,55.94,48,11,1.14,few clouds
609,Acari,PE,-15.4311,-74.6158,72.57,76,65,5.95,broken clouds
610,Lovington,US,32.944,-103.3485,59.85,45,100,3.0,overcast clouds
611,East Brainerd,US,34.9959,-85.1502,49.87,82,0,3.36,clear sky
612,Ucluelet,CA,48.9329,-125.5528,43.09,88,99,8.99,overcast clouds
613,Greystones,IE,53.1408,-6.0631,43.79,72,92,25.64,overcast clouds
614,Teruel,ES,40.6667,-0.6667,43.12,28,0,6.51,clear sky
615,Inzer,RU,54.2167,57.5556,18.52,98,100,3.6,overcast clouds
616,Alyangula,AU,-13.8483,136.4192,84.07,84,75,9.22,broken clouds
617,Ayacucho,PE,-13.1583,-74.2239,60.66,72,75,5.75,broken clouds
618,Ndele,CF,8.4109,20.6473,68.41,23,35,5.19,scattered clouds
619,Torrington,US,41.8007,-73.1212,20.14,66,21,2.91,few clouds
620,Ialibu,PG,-6.2821,143.9935,59.63,72,100,3.24,overcast clouds
621,Buraydah,SA,26.326,43.975,55.85,44,88,10.33,overcast clouds
622,Sampit,ID,-2.5333,112.95,75.04,85,100,1.72,overcast clouds
623,Umm Lajj,SA,25.0213,37.2685,63.63,61,91,9.51,overcast clouds
624,Nandu,CN,22.8525,110.8233,48.78,84,98,6.06,overcast clouds
625,Nhulunbuy,AU,-12.2333,136.7667,84.81,84,40,13.8,scattered clouds
626,Bari,IT,41.1177,16.8512,46.85,78,0,1.99,clear sky
627,Ust-Nera,RU,64.5667,143.2,-8.14,99,100,2.1,overcast clouds
628,Ichinohe,JP,40.2069,141.3017,19.96,73,63,11.25,broken clouds
629,Maceio,BR,-9.6658,-35.7353,80.04,89,20,3.44,few clouds
630,Ostrovnoy,RU,68.0531,39.5131,8.17,95,93,8.21,overcast clouds
631,Opuwo,NA,-18.0607,13.84,62.91,52,59,5.32,broken clouds
632,Rosarito,MX,32.3333,-117.0333,69.08,62,0,9.22,clear sky
633,Tongchuan,CN,35.0806,109.0897,20.52,51,0,4.94,clear sky
634,Itarema,BR,-2.9248,-39.9167,77.65,82,100,9.82,overcast clouds
635,Port-Cartier,CA,50.0334,-66.8654,9.75,84,72,10.18,broken clouds
636,Aykhal,RU,66.0,111.5,-22.14,100,85,4.29,overcast clouds
637,Awjilah,LY,29.1081,21.2869,53.82,61,82,13.09,broken clouds
638,La Ronge,CA,55.1001,-105.2842,12.45,79,100,5.75,overcast clouds
639,Ulladulla,AU,-35.35,150.4667,83.88,66,6,7.23,clear sky
640,Monywa,MM,22.1167,95.1333,56.84,56,2,6.22,clear sky
641,Le Vauclin,MQ,14.5452,-60.8388,76.84,83,20,5.75,few clouds
642,Keti Bandar,PK,24.1447,67.4497,71.06,84,0,13.47,clear sky
643,Jalu,LY,29.0331,21.5482,54.34,59,82,13.91,broken clouds
644,Muisne,EC,0.6,-80.0333,76.46,84,100,4.5,light rain
645,Vicuna,CL,-30.0319,-70.7081,72.77,62,0,4.23,clear sky
646,Olafsvik,IS,64.8945,-23.7142,27.54,55,100,25.48,overcast clouds
647,Campoverde,PE,-8.4753,-74.8058,74.89,97,100,2.53,overcast clouds
648,Alekseyevsk,RU,57.8406,108.3492,-6.75,100,95,2.46,overcast clouds
649,Kompaniyivka,UA,48.2511,32.208,31.55,95,20,17.36,few clouds
650,Necochea,AR,-38.5473,-58.7368,65.03,64,81,22.64,broken clouds
651,Terre-De-Bas,GP,15.8501,-61.6442,76.51,73,7,12.48,clear sky
652,Coruripe,BR,-10.1256,-36.1756,79.54,79,99,10.09,overcast clouds
653,Borovskoy,KZ,53.8,64.15,6.93,98,73,6.69,broken clouds
654,Shimoda,JP,34.6667,138.95,43.16,75,99,9.53,overcast clouds
655,Cozumel,MX,20.5083,-86.9458,71.58,66,45,1.99,scattered clouds
656,Canmore,CA,51.0834,-115.3521,43.29,55,71,8.05,broken clouds
657,Harlingen,US,26.1906,-97.6961,70.34,56,100,14.97,overcast clouds
658,Winchester,GB,51.0651,-1.3187,48.51,92,75,8.01,broken clouds
659,Shirokiy,RU,49.758,129.523,-21.44,99,50,2.48,scattered clouds
660,Mundo Nuevo,MX,18.7,-95.5,69.55,80,46,6.15,scattered clouds
661,Hofn,IS,64.2539,-15.2082,27.39,50,18,23.53,few clouds
662,Ulles,HU,46.3361,19.8445,41.14,62,17,17.67,few clouds
663,Mahibadhoo,MV,3.7833,72.9667,81.61,76,54,13.49,broken clouds
664,Oyotun,PE,-6.8519,-79.3036,71.19,65,99,5.59,overcast clouds
665,Marystown,CA,47.1666,-55.1483,36.86,100,97,1.99,overcast clouds
666,Mocuba,MZ,-16.8392,36.9856,70.56,99,14,1.32,few clouds
667,Aginskoye,RU,51.1,114.53,-16.62,98,8,5.55,clear sky
668,Paulista,BR,-7.9408,-34.8731,84.06,80,47,9.15,scattered clouds
669,Flin Flon,CA,54.7682,-101.865,6.64,72,100,5.75,light snow
670,Camacha,PT,33.0833,-16.3333,61.56,82,20,18.41,few clouds
671,Letlhakane,BW,-21.4167,25.5833,69.66,80,99,13.0,light rain
672,Maniitsoq,GL,65.4167,-52.9,6.66,77,100,15.95,overcast clouds
673,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,40,22.3,scattered clouds
674,Severo-Kurilsk,RU,50.6789,156.125,28.36,95,100,7.45,snow
675,Honningsvag,NO,70.9821,25.9704,33.28,63,33,16.37,light snow
676,La Grande,US,45.3246,-118.0877,39.52,63,100,9.31,overcast clouds
677,Roma,US,43.2128,-75.4557,14.04,61,20,3.44,few clouds
678,Tiznit,MA,29.5833,-9.5,60.39,28,94,16.31,overcast clouds
679,Pilar,BR,-9.5972,-35.9567,78.73,87,99,4.68,overcast clouds
680,Leshukonskoye,RU,64.8989,45.7622,8.33,96,100,5.3,overcast clouds
681,Shiloh,US,38.5614,-89.8973,35.87,53,0,8.05,clear sky
682,Walvis Bay,NA,-22.9575,14.5053,67.08,94,100,10.36,overcast clouds
683,Lakes Entrance,AU,-37.8811,147.981,81.57,75,57,3.38,broken clouds
684,Tucuma,BR,-0.1833,-50.05,74.68,93,90,5.12,overcast clouds
685,Moron,AR,-34.6534,-58.6198,81.99,55,0,4.0,clear sky
686,Gudari,IN,19.35,83.7833,56.12,43,0,2.35,clear sky
